id;Country;Name;Sector;;
;Poland;BANK OCHRONY SRODOWISKA GL II;Credit lines;;
;Germany;SCHULEN RHEINLAND-PFALZ;Education;;
;Israel;HADERA DESALINATION PLANT;Water, sewerage;;
;Germany;DEUTSCHE BANK REGIONALFOERDERUNG GL I;Credit lines;;
;Italy;COMPETITIVITA REGIONE MARCHE 2007-2013;Composite infrastructure;;
;Spain;STRATEGIC OIL RESERVES STORAGE - SPAIN;Energy;;
;Spain;STRATEGIC OIL RESERVES STORAGE - SPAIN;Energy;;
;France;MARTINIQUE CENTRE HOSPITALIER;Health;;
;France;HOPITAUX DE FRANCE III;Health;;
;France;HOPITAUX DE FRANCE III;Health;;
;Spain;BBVA GL IX;Credit lines;;
;Germany;ADVANCED COAL-POWER PLANT DU-WALSUM;Energy;;
;France;FRANCE SANTE SOLIDARITE;Health;;
;Spain;BBVA SME GL II;Credit lines;;
;Brazil;VIVO CELULAR PROJECT;Telecom;;
;Morocco;ADM V FES-OUJDA;Transport;;
;Luxembourg;MERIDIAM INFRASTRUCTURE FUND;Services;;
;Italy;DEXIA CREDIOP ENVIRONMENT PG XIV;Credit lines;;
;France;FRANCE SANTE SOLIDARITE;Health;;
;Hungary;HVB BANK HUNGARY RT GL III.;Credit lines;;
;Hungary;K & H BANK GL III;Credit lines;;
;Italy;MPS GROUP SME PG XIII;Credit lines;;
;Italy;IRISACQUA SETTORE IDRICO GORIZIA;Water, sewerage;;
;;AFRICAP II;Services;;
;Botswana;MARTINS DRIFT KIMBERLITE PROJECT;Industry;;
;France;GROUPE ARKEA PME LIGNE DE CREDIT VI;Credit lines;;
;Italy;COMPETITIVITA REG VENETO 2007-13 TRASP;Transport;;
;Italy;COMPETITIVITA REG VENETO 2007-13 SME;Credit lines;;
;United Kingdom;MID EUROPA FUND III;Services;;
;United Kingdom;MID EUROPA FUND III;Energy;;
;United Kingdom;MID EUROPA FUND III;Transport;;
;United Kingdom;MID EUROPA FUND III;Telecom;;
;Spain;PUERTO DE BARCELONA II/2;Transport;;
;Spain;RURAL COOP BANK SECTOR IN SPAIN GL III;Credit lines;;
;Serbia;BELGRADE BY-PASS;Transport;;
;Spain;AIGUES TER LLOBREGAT -ATLL II;Water, sewerage;;
;Slovenia;BANKA KOPER GL II;Credit lines;;
;Poland;DTS EXPRESSWAY II;Transport;;
;Angola;TVCABO MULTIMEDIA;Telecom;;
;Spain;LA CAIXA SME GL II;Credit lines;;
;Croatia;HBOR GL II;Credit lines;;
;France;FACILITE HAUTE QUALITE ENERGIE ENVIRO;Urban development;;
;Germany;AUTOBAHN A-4 PPP TEN;Transport;;
;Greece;PANCRETAN COOPERATIVE GLOBAL LOAN;Credit lines;;
;Czech Republic;PARDUBICE REGIONAL INFRASTRUCTURE II;Composite infrastructure;;
;Dominican Republic;ADEMI V;Services;;
;Cyprus;PAFOS SEWERAGE II;Water, sewerage;;
;Belgium;METRO DE CHARLEROI;Transport;;
;Italy;ENTI LOCALI DELL EMILIA ROMAGNA;Composite infrastructure;;
;Italy;ENTI LOCALI DELLA TOSCANA;Composite infrastructure;;
;Italy;PROVINCIA DI FIRENZE;Urban development;;
;Italy;PROVINCIA DI FIRENZE;Transport;;
;Italy;PROVINCIA DI FIRENZE;Education;;
;Spain;ABENGOA RDI LOAN;Services;;
;The Netherlands;DIF RENEWABLE ENERGY FUND;Energy;;
;Slovenia;ENERGY EFFICIENCY FRAMEWORK LOAN;Industry;;
;Slovenia;ENERGY EFFICIENCY FRAMEWORK LOAN;Water, sewerage;;
;Slovenia;ENERGY EFFICIENCY FRAMEWORK LOAN;Energy;;
;Germany;HYBRID SYSTEMS AND ENGINE RDI;Industry;;
;Czech Republic;ENERCAP POWER FUND;Energy;;
;Ireland;M50 MOTORWAY;Transport;;
;Slovenia;TES - THERMAL POWER PLANT SOSTANJ;Energy;;
;Slovenia;POWER PLANTS INVESTMENT LOAN;Energy;;
;Austria;OPTIMIERUNG ABFALLVERWERTUNG;Solid waste;;
;Austria;OPTIMIERUNG ABFALLVERWERTUNG;Energy;;
;Spain;AVE MADRID VALLADOLID;Transport;;
;Germany;HYPOVEREINSBANK GD - UMWELT;Credit lines;;
;Germany;ABWASSER SAARLAND;Water, sewerage;;
;Germany;COMMERZBANK - ENVIRONMENT GL I;Credit lines;;
;United Kingdom;URENCO URANIUM ENRICHMENT FACILITY;Energy;;
;The Netherlands;URENCO URANIUM ENRICHMENT FACILITY;Energy;;
;Poland;BRE MORTGAGE MUNICIPAL GL;Credit lines;;
;Hungary;OTP BANK GL;Credit lines;;
;France;BNP PARIBAS LEASE PG III;Credit lines;;
;France;FRANCE LOGEMENT SOCIAL;Urban development;;
;France;FRANCE LOGEMENT SOCIAL;Urban development;;
;Portugal;SANTANDER TOTTA GL IV;Credit lines;;
;Turkey;BSH TURKEY;Industry;;
;Spain;INFRA SANITARIAS ASTURIAS - CENTRO;Health;;
;Czech Republic;PRAGUE METRO II - AFI;Transport;;
;Croatia;ZADAR NEW PORT;Transport;;
;Austria;OEBB PRIORITY TEN WESTBAHN;Transport;;
;France;HOPITAUX DE MARSEILLE;Health;;
;France;HOPITAUX DE MARSEILLE;Education;;
;Germany;COMMERZBANK - ENVIRONMENT GL I;Credit lines;;
;Austria;LKH KLAGENFURT;Health;;
;France;TER PAYS DE LA LOIRE;Transport;;
;France;HOPITAUX DE TOURS;Health;;
;Germany;COMMERZBANK ZIELGEBIETS GD VI;Credit lines;;
;Uganda;PEFF-UGANDA;Credit lines;;
;Hungary;DIAKHITEL - STUDENT LOAN II;Education;;
;Bulgaria;TRANSIT ROADS V;Transport;;
;Bulgaria;UNITED BULGARIAN BANK GLOBAL LOAN;Credit lines;;
;Madagascar;AMBATOVY NICKEL PROJECT;Industry;;
;Austria;RZB INFRA, UMWELT UND F&E GL;Credit lines;;
;Denmark;RINGKJOEBING LANDBOBANK GL IV;Credit lines;;
;Denmark;RINGKJOEBING LANDBOBANK GL IV;Credit lines;;
;;I&P CAPITAL II INVESTMENT FUND;Services;;
;Slovenia;SLOVENIA TELEKOM BROADBAND;Telecom;;
;Italy;TAV V - LINEA MILANO-NAPOLI (TEN);Transport;;
;;RURAL IMPULSE MICROFINANCE FUND;Services;;
;;RURAL IMPULSE MICROFINANCE FUND;Services;;
;Hungary;RAIFFEISEN BANK HUNGARY GL IV.;Credit lines;;
;Germany;EIB KFW VALUE-ADDED CARBON CREDIT FUND;Energy;;
;Belgium;FLUXYS LNG TERMINAL TEN;Energy;;
;France;BNP PARIBAS LIGNE DE CREDIT PME VII;Credit lines;;
;Croatia;PLINACRO GAS PIPELINES II;Energy;;
;United Kingdom;BT 21ST CENTURY NETWORK;Telecom;;
;;BYBLOS PRIVATE EQUITY FUND;Services;;
;Ukraine;EUROPEAN ROADS UKRAINE;Transport;;
;Turkey;ISTANBUL-ANKARA RAILWAY;Transport;;
;Poland;BGK-NRF ROAD REHABILITATION;Transport;;
;France;TOULON TRANSPORT URBAIN;Transport;;
;Turkey;SCIENCE AND RESEARCH PROMOTION;Services;;
;Spain;SANTANDER CENTRAL HISPANO GL IX;Credit lines;;
;Kosovo*;RAIFFEISEN BANK KOSOVO GL;Credit lines;;
;Portugal;TUI HOTELES;Services;;
;Spain;METRO DE SEVILLA DBFO 1&2 -- AFI;Transport;;
;France;PSA EURO 5 R&D I;Industry;;
;Lesotho;MASERU WASTEWATER PROJECT;Water, sewerage;;
;Bosnia and Herzegovina;HVB CPB GLOBAL LOAN;Credit lines;;
;Italy;SELMABIPIEMME SME LEASING PG IV;Credit lines;;
;Austria;3-BANKEN GRUPPE KMU GD;Credit lines;;
;Lebanon;THE BUILDING BLOCK EQUITY FUND;Services;;
;South Africa;ESKOM POWER TRANSMISSION;Energy;;
;France;TER NORD-PAS DE CALAIS;Transport;;
;Spain;ABENGOA RDI LOAN;Services;;
;Turkey;SME DEVELOPMENT GLOBAL LOAN;Credit lines;;
;Germany;HAMBURG WASTEWATER;Water, sewerage;;
;Turkey;ANTALYA LIGHT RAIL TRAIN;Transport;;
;Germany;BRANDENBURG REGIONALENTWICKLUNG GD II;Credit lines;;
;Germany;WIRTSCHAFTSFOERDERUNG BRANDENBURG;Services;;
;Peru;TELEFONICA DEL PERU II;Telecom;;
;Serbia;ROADS AND BRIDGES REHABILITATION;Transport;;
;Serbia;GAZELA BRIDGE REHABILITATION;Transport;;
;France;BFCM PME PG XI;Credit lines;;
;Iceland;HELLISHEIDI GEOTHERMAL POWER;Energy;;
;Portugal;CP III-2 LINHA DO NORTE;Transport;;
;France;VIADUC DE MILLAU 2;Transport;;
;Tunisia;FONDS D AMORCAGE TUNISIEN;Credit lines;;
;Turkey;DENIZBANK SME & MIDCAP FACILITY;Credit lines;;
;Turkey;DENIZBANK SME & MIDCAP FACILITY;Credit lines;;
;Turkey;TURKISH AIRLINES - RENEWAL & EXPANSION;Transport;;
;Germany;HELABA UMWELT GD;Credit lines;;
;Germany;ABWASSER SAARLAND;Water, sewerage;;
;Finland;HELSINKI-VANTAA AIRPORT II;Transport;;
;Austria;POWERTRAIN R&D (SFF- RSFF);Industry;;
;;ACCORD CADRE DE GARANTIE AFRIQUE CENTR;Services;;
;Czech Republic;GLAVERBEL CZ EXPANSION;Industry;;
;Spain;RED ELECTRICA DE ESPANA V (TEN);Energy;;
;Spain;METRO DE MADRID IV - ROLLING STOCK;Transport;;
;Belgium;KBC SME FINANCING (ABS-GL);Credit lines;;
;Germany;DEUTSCHE KREDITBANK NEW LAENDER GL III;Credit lines;;
;Germany;BRAKE SYSTEMS RDI;Industry;;
;France;TOURS PERIPHERIQUE NORD OUEST;Transport;;
;United Kingdom;NEWCASTLE SCHOOLS PPP;Education;;
;Spain;GREEN ALLIANCE RENEWABLE FUND;Energy;;
;Spain;IVF GL IV;Credit lines;;
;Hungary;ERSTE BANK HUNGARY GL II.;Credit lines;;
;Portugal;AGUAS DE PORTUGAL IV;Water, sewerage;;
;Spain;BANKINTER SME GL I;Credit lines;;
;Hungary;HUNGARY MUNICIPAL COUNTERGUARANTEE SFF;Credit lines;;
;Czech Republic;OLOMOUC REGION II SPL;Transport;;
;Czech Republic;OLOMOUC REGION II SPL;Health;;
;Czech Republic;OLOMOUC REGION II SPL;Composite infrastructure;;
;Czech Republic;OLOMOUC REGION II SPL;Education;;
;Cameroon;PRET GLOBAL PRO-PME II;Credit lines;;
;Italy;MPS GROUP SME PG XIII;Credit lines;;
;Moldova, Republic of;MOLDOVA EUROPEAN ROADS;Transport;;
;Hungary;RESEARCH & INNOVATION HUNGARY;Services;;
;Slovenia;SLOVENIA TELEKOM BROADBAND;Telecom;;
;Hungary;CIB GL II;Credit lines;;
;Italy;ENEL ENERGIA RINNOVABILE & AMBIENTE;Energy;;
;Poland;FUEL NETWORK DEVELOPMENT & ENVIRONMENT;Industry;;
;Germany;ABWASSER SAARLAND;Water, sewerage;;
;United Kingdom;WAKEFIELD HOSPITALS PPP;Health;;
;Spain;AVE CORDOBA MALAGA-PRIORITY TEN;Transport;;
;Portugal;BCP GL IV;Credit lines;;
;Philippines;MANILA WATER COMPANY INC;Water, sewerage;;
;France;ROUEN TRANSPORT URBAIN;Transport;;
;United Kingdom;SEVERN TRENT WATER AND WASTEWATER;Water, sewerage;;
;Spain;SOLUCAR SOLAR THERMAL POWER;Energy;;
;Spain;SOLUCAR SOLAR THERMAL POWER;Energy;;
;Turkey;FORD OTOSAN;Industry;;
;Turkey;FORD OTOSAN;Industry;;
;Ireland;M7 - M8 PORTLAOISE;Transport;;
;Belgium;ATLAS COPCO RDI;Industry;;
;Sweden;ATLAS COPCO RDI;Industry;;
;United Kingdom;NORTH STAFFORDSHIRE HOSPITALS PPP;Health;;
;Portugal;COGERACAO SINES;Energy;;
;Spain;ANDASOL SOLAR THERMAL POWER PROJECT II;Energy;;
;Portugal;ALTO MINHO PARQUES EOLICOS;Energy;;
;United Kingdom;ALLIANCE & LEICESTER SME GL IV;Credit lines;;
;Ireland;HOUSING FINANCE AGENCY ENVIRONMENT GL;Credit lines;;
;Bulgaria;REGIONAL AND MUNICIPAL WATER PROJECT;Water, sewerage;;
;Austria;KOMMUNALKREDIT AUSTRIA GL IV;Credit lines;;
;Austria;KOMMUNALKREDIT AUSTRIA GL IV;Credit lines;;
;France;SOCGEN LIGNE DE CREDIT PME IX;Credit lines;;
;Italy;DON GNOCCHI HEALTHCARE & RESEARCH;Health;;
;Sweden;SCANIA EMISSIONS REDUCTION RDI;Industry;;
;Greece;KOZANI MUNICIPAL INFRASTRUCTURE;Urban development;;
;Germany;BREMEN SCHULEN- UND STADTSANIERUNG;Urban development;;
;Germany;BREMEN SCHULEN- UND STADTSANIERUNG;Education;;
;United Kingdom;CENTRICA CCGT POWER GENERATION;Energy;;
;Spain;CARRETERAS DE GALICIA II;Transport;;
;Germany;HELIOS KLINIKUM BERLIN-BUCH;Health;;
;Spain;IGAPE GL I;Credit lines;;
;Spain;SANIDAD DE GALICIA III;Health;;
;France;UNIFERGIE ENERGIES RENOUVELABLES;Energy;;
;Poland;GDANSK MUNICIPAL INFRASTRUCTURE;Urban development;;
;Cyprus;LARNACA SEWERAGE AND DRAINAGE I;Water, sewerage;;
;Poland;CENTERTEL GSM-UMTS ENHANCEMENT;Telecom;;
;Germany;BAYERNLB KMU GD;Credit lines;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Health;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Health;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Services;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Services;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Education;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Education;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Telecom;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Telecom;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Urban development;;
;Spain;INFRA CASTILLA LA MANCHA VI MARCO;Urban development;;
;Germany;RENTENBANK RENEWABLE ENERGY GL;Credit lines;;
;Italy;STM SEMICONDUCTORS R&D;Industry;;
;Germany;AUTOMOTIVE SUPPLIER RDI FACILITY (SFF);Industry;;
;United Kingdom;UNIVERSITY OF BRISTOL INFRASTRUCTURE;Education;;
;France;PG CAISSE D EPARGNE PETITE ENTREPRISE;Credit lines;;
;Latvia;LATVENERGO III PROJECT;Energy;;
;United Kingdom;FORTH VALLEY ACUTE HOSPITAL;Health;;
;Italy;ITALIA MIDCAP I;Credit lines;;
;Turkey;ISTANBUL-ANKARA RAILWAY;Transport;;
;Italy;MC DEL FRIULI-VENEZIA GIULIA SME PG;Credit lines;;
;Gabon;PRET GLOBAL III (GABON);Credit lines;;
;Bosnia and Herzegovina;RAIFFEISEN GROUP BOSNIA GL II;Credit lines;;
;Spain;ZELTIA - MARINE PHARMACEUTICAL RDI;Industry;;
;Spain;AUTOPISTA A1 EIBAR-VITORIA;Transport;;
;Spain;AUTOPISTA A1 EIBAR-VITORIA;Transport;;
;Spain;AGUAS DE GUIPUZCOA II;Water, sewerage;;
;Spain;BBK SME GL I;Credit lines;;
;Austria;BA-CA KMU GD;Credit lines;;
;Austria;BA-CA UMWELT & I2I GD;Credit lines;;
;Austria;RLB STEIERMARK CROSS-BORDER GL;Credit lines;;
;Germany;MUENCHEN UMWELT;Water, sewerage;;
;Germany;HELABA UMWELT GD;Credit lines;;
;Zambia;MUNALI NICKEL MINE PROJECT;Industry;;
;Spain;AGUAS DE CASTILLA-LA MANCHA;Water, sewerage;;
;Spain;AGUAS DE CASTILLA-LA MANCHA;Water, sewerage;;
;United Kingdom;RBS URBAN RENEWAL II;Urban development;;
;United Kingdom;RBS URBAN RENEWAL II;Urban development;;
;Spain;AENA V- AEROPUERTO BARCELONA EL PRAT 2;Transport;;
;Germany;COMMERZBANK I2I GL III;Credit lines;;
;Germany;COMMERZBANK - ENVIRONMENT GL I;Credit lines;;
;Romania;TENGELMANN RETAIL ROMANIA;Services;;
;United Kingdom;SCOTTISH POWER ELECTRICITY NETWORKS;Energy;;
;Italy;SAN RAFFAELE MILANO R&D;Education;;
;Italy;SAN RAFFAELE MILANO R&D;Services;;
;Ireland;N6 GALWAY TO EAST BALLINASLOE PPP;Transport;;
;Germany;UNIVERSITAET STUTTGART;Services;;
;Germany;UNIVERSITAET KARLSRUHE;Services;;
;Spain;HOSPITAL DE TOLEDO PPP;Health;;
;Spain;RURAL COOP BANK SECTOR IN SPAIN GL III;Credit lines;;
;Austria;HYPO TIROL KMU GD;Credit lines;;
;France;PG GROUPE CAISSE D EPARGNE DEV REG III;Credit lines;;
;Bosnia and Herzegovina;ROAD REHABILITATION FEDERATION BIH;Transport;;
;United Kingdom;STRATFORD INTL (TEN) & DLR ENHANCEMENT;Transport;;
;France;LYON TRANSPORT URBAIN;Transport;;
;Spain;SAGUNTO LNG PLANT-II-TEN;Energy;;
;Austria;VERBUND PSP LIMBERG II;Energy;;
;Romania;PIRELLI SLATINA TYRE FACTORY;Industry;;
;The Netherlands;HVC ALKMAAR BIOMASS;Solid waste;;
;The Netherlands;HVC ALKMAAR BIOMASS;Energy;;
;Denmark;FIH SME GL;Credit lines;;
;Portugal;IHRU REABILITACAO URBANA;Urban development;;
;Germany;BERLIN WASSER II;Water, sewerage;;
;Turkey;IZMIR COMMUTER TRAIN;Transport;;
;Austria;HAA ALTERNATIVENERGIE GD;Credit lines;;
;Austria;HAA ALTERNATIVENERGIE GD;Credit lines;;
;Spain;RENFE OPERADORA ROLLING STOCK;Transport;;
;Germany;COMMERZBANK - ENVIRONMENT GL I;Credit lines;;
;Spain;PUERTO GIJON;Transport;;
;Turkey;SISECAM GLASS MANUFACTURING AND R&D;Industry;;
;Spain;SANEAMIENTO CA VALENCIANA IV;Water, sewerage;;
;Turkey;FORD OTOSAN;Industry;;
;Spain;METRO DE MADRID III 2 - MINTRA;Transport;;
;Germany;HELIOS KLINIKUM BERLIN-BUCH;Health;;
;Spain;ELECTRICA FENOSA VIII;Energy;;
;Spain;ELECTRICA FENOSA VIII;Energy;;
;United Kingdom;NATIONAL GRID GAS TRANSMISSION II;Energy;;
;;MICROCRED (PLANET BANK);Services;;
;France;PROGR RENOVATION URBAINE ET SOCIALE;Urban development;;
;Regional - Pacific;PACIFIC ISLANDS FINANCING FACILITY II;Credit lines;;
;Bosnia and Herzegovina;HAA GROUP BOSNIA GL;Credit lines;;
;Bosnia and Herzegovina;HAA GROUP BOSNIA GL;Credit lines;;
;Bosnia and Herzegovina;HAA GROUP BOSNIA GL;Credit lines;;
;Italy;SETTORE IDRICO TORINO;Water, sewerage;;
;Austria;WIENER WOHNEN STADTVIERTELVERBESSERUNG;Urban development;;
;Spain;HOSPITALES DE MURCIA SUR;Health;;
;Spain;VALENCIA CENTROS ESCOLARES II - 1;Education;;
;Italy;ENTI LOCALI DELLA TOSCANA;Composite infrastructure;;
;Belgium;RTBF DIGITAL INFRASTRUCTURE;Telecom;;
;Rwanda;RW - GL II PRIVATE SECTOR SUPPORT;Credit lines;;
;Greece;K-T-K MOTORWAY PPP;Transport;;
;Germany;EBERSPAECHER AUTOMOTIVE RDI (SFF);Industry;;
;Spain;BANCO POPULAR SME GL I;Credit lines;;
;Spain;IBERDROLA RENEWABLE ENERGY;Energy;;
;Finland;UUSIMAA REGION HOSPITALS;Health;;
;South Africa;SONAE NOVOBORD;Industry;;
;Spain;AVE CORDOBA MALAGA-PRIORITY TEN;Transport;;
;Portugal;PORTOS DA MADEIRA (TEN);Transport;;
;;AIC CARIBBEAN FUND;Services;;
;Germany;HELABA I2I AND ENVIRONMENT GL;Credit lines;;
;Finland;STORA ENSO RDI;Industry;;
;Sweden;STORA ENSO RDI;Industry;;
;Finland;VUOSAARI HARBOUR;Transport;;
;Portugal;GRANDE LISBOA PPP (IC 16-IC 30);Transport;;
;Romania;MUNICIPAL ENVIRONMENT INFRASTRUCTURE;Water, sewerage;;
;Romania;MUNICIPAL ENVIRONMENT INFRASTRUCTURE;Solid waste;;
;Germany;TECHNISCHE UNIVERSITAET MUENCHEN;Services;;
;Germany;TECHNISCHE UNIVERSITAET MUENCHEN;Education;;
;Bosnia and Herzegovina;ELECTRIC POWER RECONSTRUCTION II;Energy;;
;Germany;LUDWIG-MAXIMILIANS-UNIVERSITY MUENCHEN;Services;;
;Germany;LUDWIG-MAXIMILIANS-UNIVERSITY MUENCHEN;Education;;
;Germany;SACHSEN KMU UND TECHNOLOGIE II;Services;;
;Germany;UNIVERSITAET HEIDELBERG;Services;;
;Germany;DEUTSCHE TELEKOM FORSCHUNG;Telecom;;
;Israel;BANK HAPOALIM GL;Credit lines;;
;Lithuania;NORDEA BALTIC SEA GLOBAL LOAN;Credit lines;;
;Latvia;NORDEA BALTIC SEA GLOBAL LOAN;Credit lines;;
;Estonia;NORDEA BALTIC SEA GLOBAL LOAN;Credit lines;;
;Italy;CASSE RURALI TRENTINO PG I;Credit lines;;
;Greece;PPC TRANSMISSION & DISTRIBUTION IV;Energy;;
;Spain;AENA V- AEROPUERTO BARCELONA EL PRAT 2;Transport;;
;Poland;BFL LOAN FOR SMES;Credit lines;;
;South Africa;ESKOM POWER TRANSMISSION;Energy;;
;France;TGV EST EUROPEEN 1, 2 & 3;Transport;;
;France;TELECOM ITALIA BROADBAND FRANCE;Telecom;;
;Israel;ENVIRONMENTAL PROGRAMME LOAN;Water, sewerage;;
;Albania;PORT OF DURRES FERRY TERMINAL;Transport;;
;France;HOPITAUX DE NICE;Health;;
;France;TDU PARIS ISSY-LES-MOULINEAUX;Solid waste;;
;Italy;HERA AMBIENTE;Energy;;
;Italy;HERA AMBIENTE;Solid waste;;
;Italy;MPS GROUP SME PG XII;Credit lines;;
;Romania;ROADS REHABILITATION VI;Transport;;
;France;AUTOROUTE A51 RHONE ALPES;Transport;;
;Ghana;GHANA FINANCIAL SECTOR GLOBAL LOAN II;Credit lines;;
;Ghana;GHANA FINANCIAL SECTOR GLOBAL LOAN II;Credit lines;;
;Germany;AUTOMOTIVE SAFETY & ENVIRONMENT RDI;Industry;;
;Sri Lanka;DFCC GLOBAL LOAN II;Credit lines;;
;Bosnia and Herzegovina;VOLKSBANK BH DD GLOBAL LOAN;Credit lines;;
;France;BFCM PME PG XI;Credit lines;;
;France;LGV RHIN-RHONE (TEN-T);Transport;;
;United Kingdom;BARCLAYS SME FINANCING FACILITY;Credit lines;;
;United Kingdom;BARCLAYS SME FINANCING FACILITY;Credit lines;;
;France;LE MANS TRANSPORT URBAIN;Transport;;
;;I & P;Services;;
;Belize;ASTRUM TRAVEL HELICOPTER SERVICES;Transport;;
;Austria;AUSBAU FLUGHAFEN WIEN;Transport;;
;Barbados;BLPC IV WIND POWER;Energy;;
;United Kingdom;FORD JAGUAR WEST MIDLANDS PRODUCT DEV;Industry;;
;Italy;PROVINCIE DELLA LOMBARDIA;Transport;;
;Italy;PROVINCIE DELLA LOMBARDIA;Transport;;
;Italy;PROVINCIE DELLA LOMBARDIA;Composite infrastructure;;
;Italy;PROVINCIE DELLA LOMBARDIA;Composite infrastructure;;
;Italy;PROVINCIE DELLA LOMBARDIA;Education;;
;Italy;PROVINCIE DELLA LOMBARDIA;Education;;
;Ireland;EIRGRID MANAGEMENT AND CONTROL SYSTEM;Energy;;
;Egypt;EL ATF AND SIDI KRIR POWER PLANTS;Energy;;
;Rwanda;RW - GL II PRIVATE SECTOR SUPPORT;Credit lines;;
;Germany;SACHSEN-ANHALT FORSCHUNG;Services;;
;Egypt;EMX METHANOL PLANT;Industry;;
;Egypt;EMX METHANOL PLANT;Industry;;
;Austria;PPP OSTREGION AUTOBAHN - PAKET 1;Transport;;
;Denmark;STATENS SERUM INSTITUT II;Health;;
;Germany;VOITH PAPER TECHNOLOGY RDI;Industry;;
;Egypt;UPPER EGYPT GAS PIPELINE;Energy;;
;Italy;POLITECNICO DI TORINO II;Urban development;;
;Italy;POLITECNICO DI TORINO II;Education;;
;Italy;POLITECNICO DI TORINO II;Urban development;;
;Italy;POLITECNICO DI TORINO II;Education;;
;Italy;POLITECNICO DI TORINO II;Urban development;;
;Italy;POLITECNICO DI TORINO II;Education;;
;Italy;POLITECNICO DI TORINO II;Services;;
;Italy;POLITECNICO DI TORINO II;Services;;
;Italy;POLITECNICO DI TORINO II;Services;;
;Poland;DEXIA KOMMUNALKREDIT CEE & SEE GL;Credit lines;;
;Poland;MITSUI LOCOMOTIVE LEASING;Transport;;
;Czech Republic;MITSUI LOCOMOTIVE LEASING;Transport;;
;Belgium;MITSUI LOCOMOTIVE LEASING;Transport;;
;Germany;MITSUI LOCOMOTIVE LEASING;Transport;;
;Hungary;MITSUI LOCOMOTIVE LEASING;Transport;;
;The Netherlands;MITSUI LOCOMOTIVE LEASING;Transport;;
;Italy;MITSUI LOCOMOTIVE LEASING;Transport;;
;Germany;THERMISCHE ABFALLBEHANDLUNG SUHL;Solid waste;;
;Germany;THERMISCHE ABFALLBEHANDLUNG SUHL;Energy;;
;Spain;GALICIA OIL SLICK ECONOMIC RECOVERY;Composite infrastructure;;
;Sweden;MALMO CITY TUNNEL;Transport;;
;Germany;SAARLB REGIONALENTWICKLUNG GL;Credit lines;;
;Dominican Republic;SMALL ENTERPRISES GLOBAL LOAN;Services;;
;Dominican Republic;SMALL ENTERPRISES GLOBAL LOAN;Credit lines;;
;United Kingdom;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Poland;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Portugal;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Hungary;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Germany;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Slovakia;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Spain;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;France;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Italy;PAN-EUROPEAN DIALYSIS CENTRES;Health;;
;Ethiopia;SMALL TOWN WATER & SANITATION PROGRAM;Water, sewerage;;
;Spain;AUTOVIA REUS ALCOVER PPP;Transport;;
;Dominican Republic;ADEMI V;Credit lines;;
;;CARIBBEAN DEV BANK IV;Services;;
;Italy;UNICREDITO INFRASTRUCTURE PG;Credit lines;;
;Italy;BANCO POPOLARE - INFRA PG;Credit lines;;
;Germany;MARSCHBAHN SCHLESWIG-HOLSTEIN;Transport;;
;The Netherlands;ROTTERDAM UNIVERSITY HOSPITAL;Health;;
;The Netherlands;ROTTERDAM UNIVERSITY HOSPITAL;Services;;
;The Netherlands;ROTTERDAM UNIVERSITY HOSPITAL;Education;;
;Slovenia;HIGHWAYS VIII;Transport;;
;Germany;NRW BANK INFRASTRUKTUR GL I;Credit lines;;
;Poland;BNP POLSKA ENVIRONMENTAL PROTECTION GL;Credit lines;;
;Poland;VB LEASING POLAND GLOBAL LOAN;Credit lines;;
;Germany;MESSE HAMBURG;Urban development;;
;Tunisia;STEG - CENTRALE DE GHANNOUCH;Energy;;
;Germany;FORSCHUNGSZENTREN BAYERN;Services;;
;Finland;ORION PHARMACEUTICALS RDI;Industry;;
;Finland;ORION PHARMACEUTICALS RDI;Industry;;
;Italy;IRIDE AMBIENTE;Energy;;
;Poland;BRE LEASING GL;Credit lines;;
;Portugal;BES MIDCAP;Credit lines;;
;Tunisia;ONAS IV;Water, sewerage;;
;Germany;EBERSPAECHER AUTOMOTIVE RDI (SFF);Industry;;
;Germany;EBERSPAECHER AUTOMOTIVE RDI (SFF);Industry;;
;Lithuania;HANSAPANK MIDCAP;Credit lines;;
;Latvia;HANSAPANK MIDCAP;Credit lines;;
;Estonia;HANSAPANK MIDCAP;Credit lines;;
;Morocco;ONE - ELECTRIFICATION RURALE II;Energy;;
